label,text
1,'Edgar Davids pulled on his boots to lead bottom of League 2 Barnet to their first win of the season on Friday night' http://t.co/UI0yb8aG
2,@LAALVEZZ I'm bringing you a play to read on Monday. YOU'LL READ IT AND LOVE IT. And Meryl Streep is going to be in the movie adaptation.
1,Tomorrow Venus will transit the sun for the last time for the next 105 years. Forecast - #weatherbomb
1,"Economic TimesWashing hands will keep the doctor awayDAWN.comISLAMABAD, Oct 15: The World Bank's Strategic Environmental Assessment r..."
1,How to Catch a Star will be captivating children this Friday at Stantonbury Campus. 2.30 show. See you all there
2,Tracking Texas A&M Football Players in the 2012 NFL Draft: Texas A&M may have the biggest surprise of the 2012 N... http://t.co/hanlQbrh
2,"Mommy brought me some red velvet cupcakes! And im gonna play football tomorrow morning with daddy, bella, and jarvey! Yayy family."
1,"Wednesday's rain (0.01"") @ BDR brought the monthly total to 3.24"" which is still nearly a half-inch below normal (3.64"")."
0,"@3Sugar2Ray1: bro ""This nigga said Zimmerman was charge with a 2nd degree murder. Who he kill the 1st time?"" Lol"
1,Also...Sun Belt barn burner on the U...MTSU just took a kick to the house to go up 34-27 on Western Kentucky @RmJackson13 #MTSU
1,A warm Thursday for CenLa with highs in the 80s for the sixth straight day. Natchitoches and Colfax led the way with 88.#KALB5
1,@Ritchie_Warden9  @TheWebbCup 8th as im going to eng v nz at twickers on the 1st
2,"@ClAmAtaDOrE Just like the sun and the stars and the sea ,true love will go on through eternity.Sweetheart you are my super star.Kisses,Star"
1,"I regularly drink THWAITES Best at the Welly on a Monday. Nectar.  In The Fox @ Twickers, utter shite."
2,"""@ForeverBayBay: Just watched the Pursuit of Happiness for the 1st time. I love it."" Good Deeds by tyler perry is the girl version"
2,Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!
2,Mail in a lather over C4's scheduling of Four Lions to coincide with 10th anniversary of 9/11. Too good a film for stunt scheduling I think.
2,Really enjoyed PJ Harvey tonight - contrary to expectations. Even the black feather head-dress wasn't too OTT.
1,@CTVNationalNews's Lloyd Robertson set to sign off tonight after 41 years as a national news anchor.
2,My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat
2,"+1 RT @FoodPrincess Wonderful  company and gr8 food in Chinatown last night with tour guide @ziggysmogdust , @jaypfrancis & Irene"
2,"@_Ms_R have you watched Four Lions? Saw it again last night, love it. Fuck mini Babybels!"
2,@ChadLindberg dude you definitely need to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight
1,Nature's own 'Cloud' went head to head with Amazon and Microsoft on Sunday...and won.  http://bit.ly/oMba2x #cloud
1,Watch Latoya tonight on Dr Drew 8:00pm central time! What she thinks should happen to Conrad Murray!!!!
1,"Since the Droid Bionic is coming out on September 8, I really have some deciding to do between it and the supposed new iPhone."
1,Steve Jobs biography may be available in time for the iPad 3 http://t.co/TI4zLWg
0,"I officialy hate Windows 7, it just sucks on my laptop. Back to XP tomorrow! (and also a huge delay for the movie again :/, was so close!)"
1,RT @VomitsHerMinddx: Britney: Lady Gaga's here tonight. Me: WHAT? *Watches Gaga the rest of the night *  Me: Who's concert was that ? I  ...
2,Got email saying my copy of Deus Ex is on it's way. If it arrives tomorrow I will literally stay up all night playing it. No joke.
1,"Hmm.. Sby deh. RT @tujukutu: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August"
1,"RT @pinkysibbs: RT @pinkysibbs: I've got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm me for details,please RT!"
0,"RT @tash_jade: That's really sad, Charlie RT ""Until tonight I never realised how fucked up I was"" - Charlie Sheen #sheenroast"
2,Tomorrow is the ELVIS EXTRAVAGANZA! Tune in to 97.1FM at 11am for all the Elvis Presley you can handle.  It's gonna be rockin'.
0,Listening to Amy and Lucien's attempts at 'communication' on last night's Big Brother ... I fear for the future of mankind sometimes.
1,@kris_ten1186 we are just preparing for #iOS5 when Steve Jobs has us tweet everything! I hope you enjoy your day today! See you tomorrow!
1,"RT @quizderek: Elvis Presley's 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India's Elvis Presley"
1,"If your still running Windows XP, then it may be time to upgrade to Windows 7 to ensure you receive latest upgrades and support in future"
2,"RT @deltaupsilon: Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentleme ..."
1,The raiders play the cardinals today let's see how they start off pre-season. Last yr they were weak AF
0,If Anderson Silva doesnt win tonight Yushin Okami wont make it out of Brazil alive @ufc
1,michael jackson - hollywood tonight http://t.co/s6n3HJj
1,Why not join us for Breakfast this morning at 9am for the opening game of the 2011 Rugby World Cup as Host nation New Zealand play Tonga
1,#WAOK The Sports Kings: UGA Gets Ready For Boise State!: Yesterday No. 19 Georgia scrimmaged against the Bull... http://t.co/Gt1Ito7
1,will testdrive the new Nokia N9 phone with our newest app starting on Thursday :-)
0,looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i'm in Vegas just adding humidity
2,Can't wait for September 6th the new season of Sons of Anarchy starts woo hoo :-)
2,"Six good reviews for the new Deus Ex. I'm going to pre-order it today, I've seen enough coverage to know it's going to be worth a look."
2,"Tomorrow is the 34th anniversary of Elvis Presley's death. I love you, rest in peace."
0,Terrible tragedy today in Russia with the loss of a great KHL team and an NHL great in Pavol Demitra
2,@1andOnlyWalshy 2nd goal Barcelona would be proud of. Cleverly isnt the future he's the present. Sneijder coming soon... RT please :)
0,"Why horrible why does the Rugby World Cup have to be here in October? I'm gonna be battling my bday, Soul Punk and people running in circles"
0,I can't believe Aaron Carter is coming out with his 4th album Tha Carter IV
2,"Almost forgot about Celebrity Juice tonight, oh my. What time is it on at guys?"
2,DRY by PJ Harvey is a brilliant record. I listened to the whole thing yesterday on a break from editing. #filmmaking http://t.co/SJAAmVJ
1,"A quote from 23 Yrs. ago today -- ""Republicans understand the importance of bondage between parent & child.""......man, I miss Dan Quayle."
1,"Droid Bionic is out today. If any PR reps will send one my way, I'll talk about it here there and... http://t.co/3wvgWdn"
0,@PGATOUR Tiger Woods is awful. Luckily for him his terrible golf is only going to be seen on TGC today and not CBS - where everyone can see.
2,@Davidheartbreak WWOOO fasho! u know i gotchu! ima c u in vegas on the 21st blud!
2,"Day 3 in the Big Brother house and it's Ingleton Waterfalls trail today, promises some amazing scenery!"
1,@ThreeUK Rumour has it the Nokia N9 is coming to 3 in September? True?
1,"Microsoft issues critical patch for Windows 7, Vista users: Microsoft issues light Patch Tuesday, with just one... http://cnet.co/qLgoLP"
2,"Cant wait to rock ""Apologize"" by One Republic  & ""Jesus Freak"" by DC Talk tonight      gettin redy to rock Sasabo, Japan"
1,@samvescovi @Darrenvescovi What are two doing for the Steelers game tomorrow?
0,Boehner wants president to change speech to Thurs instead of going against #GOP2012 debate. What? Same time as Packers-Saints #NFL opener?!?
0,"RT @danspeerin: Really hoping tonite Lloyd Robertson will ask us to goto the window and yell ""I'm mad as hell and I'm not going to take  ..."
1,"RT @KRMullins1964: Remember in 2008 when Obama said he would fundamentally transform the USA? With the debt downgrade on Friday, we are  ..."
1,"Today on the Jasmine Brand: Lil Wayne Says Atl Crowd Sux, Beyonce in Part 2 of WTT Trailer + Rihanna Straddles Old Man http://bit.ly/9EAAvT"
0,"DTN USA: Charlie Sheen's 'winning' ways get roasted: He may have looked like he was ""winning,"" but actor C... http://t.co/U9qioaI"
0,I would be surprised if Tha Carter IV was anything greater than shit...hope I'm proved wrong but the 1st 3 singles are doo doo
1,Just realized Facebook is using Bing Maps now.. http://t.co/A6EePGh  I guess it makes sense given that they're partly owned by Microsoft.
2,Can't wait to see my Ravens beat the Steelers tomorrow.
1,"RT @tujukutu: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK. #infobiz |"
1,"""RT @princeofgotham: @Lagana @JohnAsHimself either of you LA guys going to Summerslam on Sunday?"" I'll be around, but not at the show."
1,"RT @tonygrace: Tonight on CTV News at 6, I'll have a conversation with Lloyd Robertson as he prepares to anchor CTV National News for th ..."
0,"Boehner tells Obama that sorry, the House is all booked up for Sept 7, maybe you can come another day... http://j.mp/qaXCPV"
1,"@cicelycindy @blitzmegaplex Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August"
0,Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday
2,Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game
1,Camp Notebook Day 10: The Raiders took the field for their 10th practice of training camp and started to prepare for... http://dlvr.it/fRj82
1,"""Build a Nation"" heard it today for the first time....*fist pump in the air* RT@galamolabi: Who run the world remix with nicki minaj @Boity"
1,I'm bout to just listen to nicki minaj all night
1,Coming up next....The main event of the evening....Anderson Silva VS Yushin Okami...
1,"As many of you know, my bill to phase out the MTA Payroll Tax passed the Senate on June 15th. Speaker Silver... http://fb.me/1d86qNT2c"
1,RT @RAIDERS: The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland.
2,Just pre-ordered the Droid Bionic. Pick up from the Verizon store next Friday! :-) (@ Brevard NC) http://t.co/q96jCgo
1,#UFC @JesseSeedath Yushin Okami isn't just Anderson Silva's opponent Saturday night - he's the only... - http://t.co/pRafGi5
0,Once again Democrats spent all night and this morning trying to talk down the stock market...whatever happens there can be no blank check!
2,"Yayyy!!! RT : @coupleBOOBS: Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://t.co/zFJnqER"
1,"This week marks the 34th anniversary of the death of Elvis Presley.  Elvis died in Memphis on August 16, 1977 at... http://t.co/AEURv6c"
1,@BrittanyAnnMMA update me on Shores when u get the chance. BTW- I finished 5th in Japan open weight.
2,@iansomerhalder @paulwesley @ninadobrev you know what? Vampire Diaries starts in Germany on monday! I can't wait!
1,"Steve Jobs: Source: www.quotationspage.com --- Sunday, August 14, 2011""You can't just ask customers what they wa... http://t.co/0WEZhWW"
2,Great game...tremendous way to start the season. Bring it on and next Sunday Real Madrid v Barcelona.
1,I hope there's people like the Inbetweeners at 6th form.
0,League? RT @JovinhoMorales: I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...
1,"{Haha Ziiinggg} RT @Zingbot_3000: All across the US, with Live Feeds down, Big Brother fans are seeing the Sun for the first time in months."
1,Could this convince you to buy? RT @iphoneplaza: Verizon May Offer Early Upgrades for Droid Bionic and iPhone 5 Buyers  http://t.co/dEOxwCW
2,RT @infinitesadd: Deus Ex exclusive hands on article going up tonight.  Fucking love you twitter followers.
2,"All of the ""real"" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9 #YesWeCan"
1,UFC 134: Anderson Silva vs. Yushin Okami Gambling Spotlight: A handful of UFC 134 props to make your night a lit... http://t.co/qLs3xVy
2,Going to see Rise of the Planet of the Apes tonight...oh yeah.
1,#UFC @JesseSeedath Yushin Okami isn't just Anderson Silva's opponent Saturday night - he's the only... - http://t.co/pRafGi5
0,Eww Lady GaGa is at The Femme Fatale Tour tonight. Don't be surprised if you see GaGa using Britney's props on her next tour lol
1,"RT @jimwexell: Source says WRs Dorin Dickerson and Juaquin Iglesias, TE Jeff Dugan and OL Donald Thomas worked out with Steelers yesterday."
2,Hope Pj Harvey takes home the mercury tonight! Great record!
2,@Kareembynature LOOOL errr.. I'll have to it watch it today (was watching Celebrity Juice last night)
2,"@lilkrm Steve Jobs' silky mouthed fellatio is akin to the bliss of my iPhone each and every morning. HAIL TO THE KING, BABY!"
1,President Obama on Thursday named former Microsoft and FCC executive Steven VanRoekel as the new federal Chief Information Officer (CIO).
1,"Bisaa RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK"
1,"Took down all my disney star posters (and Twilight, about time) so I can put up all the HP ones I got today from a poster book (100 posters)"
2,"August 17th RT @graceellisxo: Can't wait to see the Inbetweeners movie, Will has to be my favourite! When's it out ?"
2,"Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentlemen! #duli11"
2,I would love to watch Vampire Diaries tonight :) and some Heroes! Great combination
0,"@702JohnRobbie , I don't feel the Rugby World Cup fever via 702, am I the only one? Isn't it Rugby Friday?"
2,@LeighFrancis best thing about thursday is Celebrity Juice =)
1,Hmm need to convert the euros I have left from Barcelona for Bristol on Tuesday.
0,Can't believe that Lloyd Robertson's last broadcast is tonight! End of an era. Who is gonna keep my grandma company at night!?
2,@TNA_GUNNER Been trying to decide on a new show to watch & always get tons of Sons of Anarchy suggestions. I may go 4 it. Have a blessed day
1,RT @theQuietus: PJ Harvey to play the Royal Albert Hall for the first time this October http://bit.ly/qdofVB
0,why did i just hear some car driving slowly down 24th street blarring.............. Elvis Presley?
1,Did I just see what I think I did on @SportsCenter? Real Madrid signed a 7th old? #wow
2,"@Yuki_18_j Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan."
1,@omar_quraishi Obama has over 8 million followers.I  think only a few read every tweet. That may be the case with all others.
2,@Huda_Shami he's a very good looking guy. Is s3 on netflix? i think I'm watching it tonight
0,"Strip club owner ""guessing we'll make 5 times as much a night"" .. ""Republicans got plenty of money. They take it all from poor people""  #DUH"
2,Saw at last Kung Fu Panda 2 yesterday with my cousins =))
2,"she call me baby, I call her bae, sorry 4 the wait, Carter IV on the way! august 29th. hellllll yeahhh! (;"
0,"Displeased with Lion, I may take this opportunity to learn Windows 7. Or Linux. Or poke myself in the eye."
2,"Morning,its all systems go for the week!!Paytime and Deus Ex out later in the week this is truly #BiWinning"
1,"Did you know, Lady Gaga reads ""Letters to a young poet"" every morning? http://t.co/122DPk8"
1,"Trynna go to the movies today and see ""Rise of the Planet of the Apes !"""
2,@skanyi10 @Alan_hicks Is Stadium Kanyi open tomrw for the opening ceremony and ABs Vs Tonga game? I happen to be off duty tomorrow :-)
2,"My brothers GF is on me to use her Netflix acct, because I love my movies. So I'll all for giving it a try tonight"
2,@CheyTiffy morning gorgeous u were rite i thought it was b/slisten to this nicki minaj did hhave domestics http://t.co/5JxlpiC
2,Can Silicon Valley Re-Charge Solar Energy?: Silicon Valley innovators Apple and Google may be the best hope left... http://t.co/jkyct6R
2,Vampire Diaries and Jersey Shore tonight. So first we see some hotties then we fist pump with hotties.. sounds great!!! :)
1,Today's Google Offer in Seattle - Up to 50% off at the Seattle Aquarium http://t.co/VLK6nnC
2,Looking forward to Celebrity Juice tonight.
1,"Now that Droid Bionic is finally ""official"" for 9/8, I'll just wait til Oct so I have something to compare it to. Vigor or Prime maybe?"
1,RT @ServeTheWay: michael jackson - hollywood tonight http://t.co/ASvTGXl
1,'Machete' star Danny Trejo and David Hasselhoff to guest star in the 4th season of 'Sons of Anarchy' http://t.co/ZQl1M41 via @The_Stir
2,"@Mod_Tr3chic lol look for the bright tiger woods, not hard to miss me today"
1,RT @NickRexum: So @NickHexum apparently just announced at PowWow #311Day is in Vegas and there is another cruise in May (to Hawaii). Too ...
2,"We love the King! 55 years ago today, Elvis Presley released his double-sided hit ""Don't Be Cruel""/""Hound Dog"",... http://fb.me/18ANKgVue"
2,"I love you all so much. Come join us on Saturday evening for the UGA v. Boise State game. Game is at 8pm, but we... http://t.co/eF9iQB8"
0,"RT @farhanmohamed: Last night for @CTV's Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary"
1,Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/kBX7PRr
1,Morning paper: Georgia gets ready for the big opener it 'needed.' Boise State looks for a kicker. The Bangles. http://t.co/g0scXUL
2,"RT @coupleBOOBS: Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://twitpic.com/62iohc"
2,Four Lions. Watch it on Channel 4. Tonight. At 8pm. Best film ever. I have this on my IPad. Never tired of it.  http://t.co/7I6OapX
1,@oitslauren hey since you asked me yesterday this is what the king looks like aka Anderson Silva aka 'The Spider' http://t.co/AuwSKbO
2,"@Rastas4Jesus09 Droid Bionic, this Thursday. Never thought the day would come."
0,"Don't want to play one that's too long, what with Street Fighter III: 3rd Strike on Wednesday, and Deus Ex: Human Revolution on Friday."
0,@buckwoody This tweet was poorly timed. Surely they'd be hidden... RT @Windows 12 handy tips for Windows 7 that you may not know
1,LMAO RT @SkinnyCuh: They should make a new Friday and have Kevin Hart Katt Williams And Mike Epps in it.
1,Real to sign Neymar in December - report - Bangkok Post: Real Madrid has reached a deal with Santos to sign gift... http://bit.ly/rnlf4P
1,Final Destination 5 opens this Friday.  Tell us about your closest brush with death for a chance to win a pair of... http://fb.me/10e1DsIMq
2,I'm not going on holiday until the 25th because me and my dad wanted to watch the Inbetweeners movie when it came out LOL :') - Georgia
1,"I just typed in ""the Bazura Project"" into google images and the 7th image is a photo of my dad. Also Glenn with moustache is there. #WHATTHE"
0,"One million people marched in London in the past six months. But they don't care until 1,000 Tottenhams tonight ~ http://t.co/z8Lv6mn"
1,Microsoft are suffering an outage this evening with their UK & European cloud services including Hosted Exchange.
0,"@Daggy1 obama's goal is to lead us into 3rd world status, so you're absolutely right, ""obama doesn't care"""
0,"DAMN, Someone saved HOLDER from the Earthquake! technically dont know why w/Biden out & Obama always out Boehner is 3rd in line!"
1,August 28 I'm playing a Los Angeles charity event at Bootleg Theater...Mia Kirshner of Vampire Diaries heading it up. Come out!
1,Except u're Charlie Sheen... RT @PrinceCBN: Is it true that you tell people 'Top of the morning' only when you had sex the previous night?
2,RT @Coachdivvy: I'm exited about friday! No offense but who is Tonga? NZ can't just make up names and countries. Play fair.
2,Morning all. Just woke up to Madonna on the radio with Borderline. Cool
0,no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today's Republicans
1,"Dear Tiger Woods,      I need you to carry those last 3 holes over to Thursday. W/o NBA I'm gonna need you to step up.   Michael"
2,Excited for the Raiders game tonight
2,After a day at the lake me and my girl are getting ready to do Vegas big tonight! #blessed #freshtodeath
1,Lloyd Robertson ended show with mention of his plaque from Stratford today. Joked that Bieber didn't get there 1st. #bieberbestedagain
2,"RT @Recite_Films: Excellent performance by PJ Harvey last night! Hairs on back of neck stuff! Good company too with @ClareKirstin, @Fi a ..."
1,"I'm going to Machine Head at Sala Razzmatazz in Barcelona, Spain - Nov 15 http://bnds.in/qMyg7H"
1,@Gabbz83 me too. Netflix night with wifey and kids.
1,"Repost: : Microsoft's TV subscription, if not rumored may launch with Apple's iCloud - International Business Times http://bit.ly/qol15p"
1,RT @nodqdotcom: We'll be tweeting live Summerslam updates next Sunday on-location at Staples Center for the 3rd straight year! Please sp ...
1,"RT @fauxjohnmadden: With the start of NFL Preseason upon us.. Tonight marks the beginning of the Raiders season, and the end of the Raid ..."
0,"RT @pcam: @amish_man He may be that, but Obama spent $239 Billion a day after getting Uncle Sam's Credit Card in his hot little hands, s ..."
1,":O RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK"
2,"RT @ashpashh_: if Twilight wins all the awards at the TCA's tonight, I will burn my Twilight posters k? ok."
1,"Microsoft & Nokia Holding a Get Together on August 17, 2011: August 17 could be the day we see an official annou... http://bit.ly/nUb8q4"
2,RT @StevenTDennis: Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
0,balls. i forgot celebrity juice was on tonight.
0,Caught the repeat of Jersey Shore tonight and the damn wall knocked out @ItsTheSituation??!! WTF.. Cmon bro! Are you serious right now
2,Some good television tonight gonna get on jersey shore on the planner and 8 out of ten cats and mAybe red or black #lazynight
2,@adaminside I swear my Facebook was exploding this morning! Booms all over the fucking place! Reminded me of Four Lions. XD
1,Gonna watch Final Destination 5 tonight. I always leave the theater so afraid of everything. No huge escalators for sure :S
1,@VittorioTafur Any word on when the Raiders will be releasing their depth chart for Thursday?
2,"Kolchak the Night Stalker. Before the x-files, excellent scary tv. On Netflix huzah"
1,Pre-practice odds and ends: The Raiders return to practice today after an off day Sunday. The provisions set for... http://bit.ly/qdWJdZ
1,"I think Michael  Jackson was murdered. Not by Conrad Murray, but he aided and abetted. I think someone else was in the house that morning."
1,Yesterday Judge Pastor ruled there will be no more delays in the Conrad Murray manslaughter trial. He also stated... http://fb.me/WmCs1xtW
0,The GOP's greatest crime? @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/aS8DBGS
2,"Eh, em...attention! True Blood is on tonight, oh yeah! Sink ur teeth into it! LOL"
2,Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
2,:O INBETWEENERS MOVIE A WEEK TODAY!! Aaaahhhh! Might wear my wellies to the cinema cause I'll be 'knee deep in clunge' ;)
2,The MTA will be at Mondawmin Metro Station from 3-5pm today to celebrate The Baltimore Grand Prix. We'll have a race car for you to see!
2,"Finally wrapped up shooting in Vegas, time for a good night on the town :)"
1,Today's #TriviaThrusday is the first I didn't have to look up.... Who doesn't know Steve Jobs worked at Atari!
1,"Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!"
2,@CharlieBlythe i'm going on Big Brother's Bit On The Side next Tuesday! I thought you would appreciate this haha :)
1,@Van_Gucci1 you wanna go see inbetweeners next wednesday?
1,"Will the so cal earthquake hit already, so it doesn't hit during Summerslam or next weeks Monday night raw #earthquake"
0,USA Golf Today Bob Ryan: Tiger now a JAG (Just Another Guy): Bob Ryan of the 'Boston Globe' called Tiger Woods ... http://usat.ly/mZDjVU
1,But first today...taking all the brood to see Rise of the Planet of the Apes. Might sneak the dog in too...
1,"What a great question to ask myself: ""If today were the last day of my life, would I want to do what I am about to do today?""  Steve Jobs"
0,F-Train was messed up again today between York and Carroll St....what's going on MTA???? GET IT TOGETHER!!!
1,"On August 29, ima play Lil Wayne, Tie My Hands,. ima play it 29 times, then ima download Tha Carter IV #respect"
0,Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... http://fb.me/EVXID9e9
1,"Increase Windows 7 Performance in 4 Easy Steps: ... complete with Windows 7, you may find you're lacking some po... http://t.co/JONqQqr"
1,"Gartner: Windows 7 on 94 percent of new PCs: by Steven Mostyn - Aug 10 2011, 07:48 Google may one day seek to sh... http://bit.ly/of7Syg"
1,"ENough muslim countries lobbying in the us for today, i'm watching 'twilight saga: eclipse ' to better understand girls)))"
1,"""Final Destination 5"" opens Friday. If it does well, they'll film ""FD6"" and ""FD7."" So it's really more like ""Qualifying Heat Destination 5."""
1,Real Madrid and I are #TakingItToTheHouse tonight! #FIFA11
2,"RT @SnickerMyDoodle: ""I hope Notre Dame wins tonight and the Steelers win tomorrow"""
1,"RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK #fb"
1,@TheLadyJane this is very true. Although they've taken the Wednesday repeats off for Big Brother :-/
2,Sonny bill williams named in the first xv to face Tonga on Friday. This man is one to watch my other is Isreal Dagg #rwc2011
2,"good night Michael Jackson, I do love You. see you in my dream :*"
2,Starting the 3rd season of Sons of Anarchy. I watched seasons 1 and 2 in the last couple weeks. . I'm seriously hooked
1,"Tiger Woods' former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods' new caddie made $5,800 #golf"
0,If Fabregas doesnt goto Barcelona this season he may never make his Dream switch with Alcantra already starting to seal his position #EPL
1,RT @JoshDorner: RT @ThinkProgress These golf balls with Pelosi's face on them allegedly distributed at Boehner fundraiser today. http:// ...
2,Watching the Vampire Diaries from the beginning= a classic Saturday night. :D and with @TheJosie_F :) Lolz
2,"Final Destination 5, August 24. Death how we've missed you."
1,HTC Announces Two New Smartphones - the Radar and the Titan: HTC announced two new Windows 7 smartphones today a... http://t.co/uoobqH6
2,@peterfacinelli Good luck tonight @ The Teen Choice Awards :) i know Twilight is gonna take them all!! Ill b watching Xoxo
2,Hide in country clubs all U want Boehner! ReverseRobocall.com launching soon & I'm one of 1st in line! Join me. #launch http://t.co/6Qpx3X4
1,[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj
1,"RT @Dynamomagician: I saw Kayvan Novak tonight aka Phonejacker aka the guy from the film Four Lions. 1st thing I said to him was ""Rubber ..."
2,"I had an awesome time at #SCKCS now it's on to work, Saturday nite in Vegas, this should be fun."
2,"media going mad for anderson silva in rio and its only wednesday , saturday is gonna be epic @ufc"
2,@NuckHeadJJ Glad Twilight night was a success. I'll make it to the next one!  Sorry to be the lame-o!
2,"Girl singing the national anthem tonight is a Boise State student. I gave her a ""Go Ducks"" before she went out. Didn't seem to faze her."
1,"DBJ Tech Watch for Monday 8/8: News of Facebook, Google, Microsoft, CenturyLink and more: Welcome to the Denver... http://dlvr.it/fMfXB"
2,@Sara__Rodrigo its almost 6pm in japan now..heheh..but good morning to you too
1,"@ashaLadawn yeah, Imma be in vegas from 18th-23rd so I just want a dinner in dallas with friends"
1,Nicki Miinaj Talks to Robin Roberts on Good Morning America: Nicki Minaj performed for the Good Morning America ... http://bit.ly/n6F3pC
1,"RT @MikeABarber: ""We called Boise State & tried to get them to schedule North Carolina on Monday night. They didn't do it"" Mickey Matthe ..."
0,My random rant of the night:Lady Gaga being considered a fashion icon!Who in their right mind considers that fashion?She dresses in trash.
0,@BarackObama don't do it!  He won't respect you!  RT @thehill: Boehner asks Obama to move speech to Thursday http://ow.ly/6i345
1,Might have to make that Final Destination 5 move on friday...
2,I know one thing I can do tomorrow.. Write a blog post about my newly discovered love for Vampire Diaries!
1,Tonga will perform the first haka at Eden Park on Friday; the All Blacks can choose to do their haka simultaneously or once Tonga finishes.
1,Droid Bionic Confirmed for September 8th: While most of the United States had its eyes on the East cost last nig... http://t.co/Bkkt9rH
1,"Charlie Sheen's ""winning"" ways get roasted on TV: LOS ANGELES (Reuters) - He may have looked like he was ""... http://t.co/AzsR30A"
1,Nokia N9 will not launch in the United States: Nokia confirmed on Tuesday that its flagship MeeGo-powered N9 sma... http://bit.ly/ojyWQa
1,[411Music] Dr. Conrad Murray to Take the Stand in Michael Jackson Murder Trial: Jury selection begins this Thursday... http://t.co/IXWiLCj
2,"""@LeighFrancis: Celebrity Juice tonight 10pm itv2. Hurrraaaaah! its a Back to school special"" who's featuring ! The wait is too much ! Ooosh"
0,The MTA should be pretty embarrassed tonight.
1,"Coming home tonight, I saw a ""We support Italy in the Rugby World Cup"" in a hair salon in Newmarket. Ha! How come... http://fb.me/FqjKXVEB"
2,can't wait to see the anderson silva fight saturday woop woop
2,The Raiders need to represent tonight!
2,The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU
1,Today's news: Democrats offer Republicans everything they asked for; Republicans demand more. Not hard to understand: R's want a shutdown.
2,"RT @KStewRobLuvR: I just realized the Teen Choice Awards were tonight at 8! =) I hope Rob, Kristen, and anything Twilight related wins!"
0,RT @TelegraphSport: Gavin Henson looks set to miss the Rugby World Cup after dislocating a bone in his right wrist yesterday
1,"Asiikk:DRT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK"
0,"@HartsPub ru showing the All Blacks v Tonga game Friday nite? With the sound up? Definitely not showing the league, right? #RWC2011"
2,"Nicki Minaj flashes a nipple on Good Morning America, youLve gotta see it, AfgHAN SAYs So http://bit.ly/rg5jPa"
2,Good morning! Need a Google + invite? http://t.co/XgXdIFf I have a few #plusinvites. Love to see the #gtchat folks there!
1,Saturday: picnic in park with @mrlovis thrown around a moshpit at Datsuns and London is burning. Balance in all things
0,"Criticism of Rick Perry is ridiculous, which choice?  Obama's hip-hop barbecue two days ago, or Perry praying for the President today?"
